rank,personName,age,finalWorth,category,countryOfCitizenship,selfMade,gender,continent,Age Classification
2190,Zeng Chaoyi,53,1300,Manufacturing,China,TRUE,M,Asia,middle age
2190,Zhang Guiping & family,70,1300,Real Estate,China,TRUE,M,Asia,old age
2190,Peng Zhao,51,1300,Service,China,TRUE,M,Asia,middle age
2190,Zheng Zhiguo,50,1300,Healthcare,China,TRUE,M,Asia,middle age
2190,Kostyantin Zhevago,48,1300,Metals & Mining,Ukraine,TRUE,M,Europe,middle age
2190,Zhou Mingjie,64,1300,Technology,China,TRUE,M,Asia,old age
2190,Zhu Xingliang,62,1300,Construction & Engineering,China,TRUE,M,Asia,old age
2190,Zhu Yiwen & family,,1300,Healthcare,China,TRUE,M,Asia,NA
2190,Zong Yanmin,,1300,Manufacturing,China,TRUE,M,Asia,NA
2324,Sanjay Agarwal,51,1200,Finance & Investments,India,TRUE,M,Asia,middle age
2324,Hamad bin Jassim bin Jaber Al Thani,62,1200,Finance & Investments,Qatar,FALSE,M,Asia,old age
2324,Betty Ang,67,1200,Food & Beverage,Philippines,TRUE,F,Asia,old age
2324,Christian Angermayer,43,1200,Finance & Investments,Germany,TRUE,M,Europe,youth
2324,Mika Anttonen,55,1200,Energy,Finland,TRUE,M,Europe,middle age
2324,Jose Maria Aristrain,59,1200,Metals & Mining,Spain,FALSE,M,Europe,middle age
2324,Emilio Azcarraga Jean,54,1200,Media & Entertainment,Mexico,FALSE,M,North America,middle age
2324,Thomas Bailey,85,1200,Finance & Investments,United States,TRUE,M,North America,old age
2324,Andrei Bokarev,55,1200,Manufacturing,Russia,TRUE,M,Europe,middle age
2324,Stephane Bonvin,55,1200,Real Estate,Switzerland,TRUE,M,Europe,middle age
2324,Ashok Boob,70,1200,Manufacturing,India,TRUE,M,Asia,old age
2324,Ludwig Theodor Braun,32,1200,Healthcare,Germany,FALSE,M,Europe,youth
2324,Friederike Braun-Luedicke,38,1200,Healthcare,Germany,FALSE,F,Europe,youth
2324,Pradip Burman,79,1200,Food & Beverage,India,FALSE,M,Asia,old age
2324,Cai Hongbin,,1200,Healthcare,China,TRUE,M,Asia,NA
2324,Chang Kuo-Cheng,,1200,Logistics,Taiwan,FALSE,M,Asia,NA
2324,Jiancheng Chen,63,1200,Manufacturing,China,TRUE,M,Asia,old age
2324,Chen Xueling,54,1200,Manufacturing,China,TRUE,F,Asia,middle age
2324,Cheng Lili,57,1200,Food & Beverage,China,TRUE,M,Asia,middle age
2324,Yvon Chouinard,83,1200,Fashion & Retail,United States,TRUE,M,North America,old age
2324,Luigi Cremonini & family,82,1200,Food & Beverage,Italy,TRUE,M,Europe,old age
2324,Tim Draper,63,1200,Finance & Investments,United States,FALSE,M,North America,old age
2324,Fan Zhaoxia & family,54,1200,Energy,China,TRUE,F,Asia,middle age
2324,Gleb Fetisov,55,1200,Telecom,Russia,TRUE,M,Europe,middle age
2324,Robert Fisher,68,1200,Fashion & Retail,United States,FALSE,M,North America,old age
2324,William Fisher,65,1200,Fashion & Retail,United States,FALSE,M,North America,old age
2324,J. Christopher Flowers,64,1200,Finance & Investments,United States,TRUE,M,North America,old age
2324,Bernd Freier,65,1200,Fashion & Retail,Germany,TRUE,M,Europe,old age
2324,Geng Diangen,65,1200,Technology,China,TRUE,M,Asia,old age
2324,Dan Gertler,48,1200,Metals & Mining,Israel,FALSE,M,Asia,middle age
2324,David Girouard,56,1200,Finance & Investments,United States,TRUE,M,North America,middle age
2324,John Goff,67,1200,Real Estate,United States,TRUE,M,North America,old age
2324,Lawrence Golub,62,1200,Finance & Investments,United States,TRUE,M,North America,old age
2324,Sven Hagströmer,78,1200,Finance & Investments,Sweden,TRUE,M,Europe,old age
2324,Fahed Hariri,41,1200,Construction & Engineering,Lebanon,FALSE,M,Asia,youth
2324,Richard Hayne,74,1200,Fashion & Retail,United States,TRUE,M,North America,old age
2324,He Yamin & family,65,1200,Manufacturing,China,TRUE,M,Asia,old age
2324,Michael Heine,72,1200,Finance & Investments,Australia,TRUE,M,Australia,old age
2324,Heikki Herlin,35,1200,Manufacturing,Finland,FALSE,M,Europe,youth
2324,Hong Feng,45,1200,Technology,China,TRUE,M,Asia,middle age
2324,Hu Kun,52,1200,Healthcare,China,TRUE,M,Asia,middle age
2324,Huang Hongyun & family,55,1200,Real Estate,China,TRUE,M,Asia,middle age
2324,Shanbing Huang & family,65,1200,Technology,China,TRUE,M,Asia,old age
2324,Huang Shih Tsai,70,1200,Real Estate,Hong Kong,TRUE,M,,old age
2324,Huang Wenbiao,54,1200,Food & Beverage,China,TRUE,M,Asia,middle age
2324,Mohammed Ibrahim,75,1200,Telecom,United Kingdom,TRUE,M,Europe,old age
2324,Hedda im Brahm-Droege,67,1200,Finance & Investments,Germany,TRUE,F,Europe,old age
2324,Rameshchandra Jain,73,1200,Manufacturing,India,TRUE,M,Asia,old age
2324,Laurent Junique,56,1200,Technology,France,TRUE,M,Europe,middle age
2324,Zbigniew Juroszek & family,59,1200,Diversified,Poland,TRUE,M,Europe,middle age
2324,Chatchai Kaewbootta,70,1200,Finance & Investments,Thailand,TRUE,M,Asia,old age
2324,Shirley Kao,65,1200,Food & Beverage,Taiwan,FALSE,F,Asia,old age
2324,Ipek Kirac,37,1200,Diversified,Turkey,FALSE,F,Europe,youth
2324,Carsten Koerl,57,1200,Sports,Germany,TRUE,M,Europe,middle age
2324,Andrei Kosogov,61,1200,Energy,Russia,TRUE,M,Europe,old age
2324,John Krystynak,53,1200,Media & Entertainment,United States,TRUE,M,North America,middle age
2324,John Kusuma,55,1200,Finance & Investments,Indonesia,FALSE,M,Asia,middle age
2324,Hartono Kweefanus,72,1200,Food & Beverage,Indonesia,FALSE,M,Asia,old age
2324,Kwek Leng Peck,66,1200,Diversified,Singapore,FALSE,M,Asia,old age
2324,Kristo Käärmann,41,1200,Finance & Investments,Estonia,TRUE,M,Europe,youth
2324,Guy Laliberté,62,1200,Media & Entertainment,Canada,TRUE,M,North America,old age
2324,Lee Sang-ryul,60,1200,Manufacturing,South Korea,TRUE,M,Asia,middle age
2324,Lee Seung-gun,40,1200,Technology,South Korea,TRUE,M,Asia,youth
2324,Hongjing Li,54,1200,Automotive,China,TRUE,M,Asia,middle age
2324,Li Wanqiang,44,1200,Technology,China,TRUE,M,Asia,youth
2324,Lu Hongyan,44,1200,Media & Entertainment,China,TRUE,M,Asia,youth
2324,Dalong Lv,60,1200,Telecom,China,TRUE,M,Asia,middle age
2324,Carsten Maschmeyer,62,1200,Finance & Investments,Germany,TRUE,M,Europe,old age
2324,Todd McKinnon,50,1200,Technology,United States,TRUE,M,North America,middle age
2324,Rubens Menin Teixeira de Souza,66,1200,Diversified,Brazil,TRUE,M,South America,old age
2324,Lorinc Meszaros,56,1200,Diversified,Hungary,TRUE,M,Europe,middle age
2324,Ulrich Mommert & family,81,1200,Automotive,Austria,TRUE,M,Europe,old age
2324,Park Kwan-ho,50,1200,Media & Entertainment,South Korea,TRUE,M,Asia,middle age
2324,George Pedersen,86,1200,Manufacturing,United States,TRUE,M,North America,old age
2324,David Penaloza Alanis,48,1200,Construction & Engineering,Mexico,FALSE,M,North America,middle age
2324,Stefan Pierer,65,1200,Automotive,Austria,TRUE,M,Europe,old age
2324,Murdaya Poo,81,1200,Diversified,Indonesia,FALSE,M,Asia,old age
2324,Michael Price,69,1200,Finance & Investments,United States,FALSE,M,North America,old age
2324,Leonid Radvinsky,40,1200,Technology,United States,TRUE,M,North America,youth
2324,Megdet Rahimkulov & family,76,1200,Finance & Investments,Russia,TRUE,M,Europe,old age
2324,Andrei Rappoport,58,1200,Finance & Investments,Russia,TRUE,M,Europe,middle age
2324,Dasari Uday Kumar Reddy,54,1200,Technology,India,TRUE,M,Asia,middle age
2324,Helena Revoredo,75,1200,Service,Spain,FALSE,F,Europe,old age
2324,Duke Reyes,65,1200,Food & Beverage,United States,FALSE,M,North America,old age
2324,Nobutada Saji,76,1200,Food & Beverage,Japan,FALSE,M,Asia,old age
2324,Leonard Schleifer,69,1200,Healthcare,United States,TRUE,M,North America,old age
2324,Airat Shaimiev,60,1200,Energy,Russia,TRUE,M,Europe,middle age
2324,Radik Shaimiev,57,1200,Energy,Russia,TRUE,M,Europe,middle age
2324,Vijay Shekhar Sharma,43,1200,Service,India,TRUE,M,Asia,youth
2324,Devi Shetty,69,1200,Healthcare,India,TRUE,M,Asia,old age
2324,Shum Chiu Hung & family,52,1200,Real Estate,China,TRUE,M,Asia,middle age
2324,Michael Steinhardt,81,1200,Finance & Investments,United States,TRUE,M,North America,old age
2324,Petter Stordalen & family,59,1200,Service,Norway,TRUE,M,Europe,middle age
2324,Winarko Sulistyo,76,1200,Manufacturing,Indonesia,TRUE,M,Asia,old age
2324,Sun Huaiqing & family,52,1200,Fashion & Retail,China,TRUE,M,Asia,middle age
2324,Luc Tack,60,1200,Manufacturing,Belgium,TRUE,M,Europe,middle age
2324,Lucio Tan,87,1200,Diversified,Philippines,TRUE,M,Asia,old age
2324,Yoshikazu Tanaka,45,1200,Technology,Japan,TRUE,M,Asia,middle age
2324,Stanley Tang,29,1200,Technology,United States,TRUE,M,North America,youth
2324,Sam Tarascio,77,1200,Real Estate,Australia,TRUE,M,Australia,old age
2324,Alexander Tedja,76,1200,Real Estate,Indonesia,TRUE,M,Asia,old age
2324,Laurie Tisch,71,1200,Diversified,United States,FALSE,F,North America,old age
2324,Steven Tisch,73,1200,Diversified,United States,FALSE,M,North America,old age
2324,Stefania Triva,57,1200,Healthcare,Italy,FALSE,F,Europe,middle age
2324,Maria Grace Uy,53,1200,Telecom,Philippines,TRUE,F,Asia,middle age
2324,Wim van der Leegte,74,1200,Manufacturing,Netherlands,FALSE,M,Europe,old age
2324,Thongma Vijitpongpun,64,1200,Real Estate,Thailand,TRUE,M,Asia,old age
2324,Jianfeng Wang & family,52,1200,Automotive,China,TRUE,M,Asia,middle age
2324,Wang Jilei,57,1200,Logistics,China,TRUE,M,Asia,middle age
2324,Wang Junmin,53,1200,Healthcare,China,TRUE,M,Asia,middle age
2324,Wang Kunxiao,52,1200,Manufacturing,China,TRUE,M,Asia,middle age
2324,Wang Zhentao & family,56,1200,Healthcare,China,TRUE,M,Asia,middle age
2324,J. Wayne Weaver,86,1200,Diversified,United States,TRUE,M,North America,old age
2324,Weng Xianding,60,1200,Healthcare,China,TRUE,M,Asia,middle age
2324,Horst Wortmann,80,1200,Fashion & Retail,Germany,TRUE,M,Europe,old age
2324,Wu Chung-yi,66,1200,Manufacturing,Taiwan,FALSE,M,Asia,old age
2324,Wu Li-gann,81,1200,Manufacturing,Taiwan,TRUE,M,Asia,old age
2324,Wu Peifu & family,60,1200,Manufacturing,China,TRUE,M,Asia,middle age
2324,Xiu Laigui,67,1200,Healthcare,China,TRUE,M,Asia,old age
2324,Yeh Kuo-I,80,1200,Manufacturing,Taiwan,TRUE,M,Asia,old age
2324,Faxiang Yu,50,1200,Media & Entertainment,China,TRUE,M,Asia,middle age
2324,Zeng Chaolin,39,1200,Metals & Mining,China,FALSE,M,Asia,youth
2324,Zhang Tianyu,54,1200,Telecom,China,TRUE,M,Asia,middle age
2324,Shusheng Zheng,56,1200,Telecom,China,TRUE,M,Asia,middle age
2448,A. Jayson Adair,52,1100,Automotive,United States,TRUE,M,North America,middle age
2448,Joao Alves de Queiroz Filho,69,1100,Diversified,Brazil,TRUE,M,South America,old age
2448,Ryuji Arai,75,1100,Fashion & Retail,Japan,TRUE,M,Asia,old age
2448,Sara Blakely,51,1100,Fashion & Retail,United States,TRUE,F,North America,middle age
2448,Lloyd Blankfein,67,1100,Finance & Investments,United States,TRUE,M,North America,old age
2448,Henadiy Boholyubov,60,1100,Diversified,Ukraine,TRUE,M,Europe,middle age
2448,Casper Callerström,48,1100,Finance & Investments,Sweden,TRUE,M,Europe,middle age
2448,Kejian Cao,59,1100,Manufacturing,China,TRUE,M,Asia,middle age
2448,Turgay Ciner,66,1100,Diversified,Turkey,TRUE,M,Europe,old age
2448,Dai Lizhong,53,1100,Healthcare,China,TRUE,M,Asia,middle age
2448,Pedro de Godoy Bueno,31,1100,Healthcare,Brazil,FALSE,M,South America,youth
2448,Aydin Dogan,85,1100,Media & Entertainment,Turkey,TRUE,M,Europe,old age
2448,Wolfgang Egger,56,1100,Real Estate,Germany,TRUE,M,Europe,middle age
2448,Gabriel Escarrer,87,1100,Service,Spain,TRUE,M,Europe,old age
2448,Richard Fairbank,71,1100,Finance & Investments,United States,TRUE,M,North America,old age
2448,Andy Fang,29,1100,Technology,United States,TRUE,M,North America,youth
2448,Benedicte Find,,1100,Healthcare,Denmark,FALSE,F,Europe,NA
2448,Paul Fireman,78,1100,Fashion & Retail,United States,TRUE,M,North America,old age
2448,Donald Friese,81,1100,Manufacturing,United States,TRUE,M,North America,old age
2448,Soichiro Fukutake,76,1100,Service,Japan,FALSE,M,Asia,old age
2448,Antonio Gallardo Ballart,86,1100,Healthcare,Spain,FALSE,M,Europe,old age
2448,David Golub,59,1100,Finance & Investments,United States,TRUE,M,North America,middle age
2448,Guan Yihong,52,1100,Food & Beverage,China,TRUE,M,Asia,middle age
2448,Stelios Haji-Ioannou,55,1100,Service,Cyprus,FALSE,M,Europe,middle age
2448,Mustafa Hamied,81,1100,Healthcare,India,FALSE,M,Asia,old age
2448,Han Arming Hanafia,,1100,Technology,Indonesia,TRUE,M,Asia,NA
2448,Ronnen Harary,50,1100,Manufacturing,Canada,TRUE,M,North America,middle age
2448,David Helgason,44,1100,Technology,Iceland,TRUE,M,Europe,youth
2448,Christian Herz,,1100,Finance & Investments,Germany,FALSE,M,Europe,NA
2448,Michaela Herz,,1100,Finance & Investments,Germany,FALSE,F,Europe,NA
2448,Eduardo Hochschild,58,1100,Metals & Mining,Peru,FALSE,M,South America,middle age
2448,Hong Seok-joh,69,1100,Fashion & Retail,South Korea,FALSE,M,Asia,old age
2448,Huang Jiangji,,1100,Technology,Hong Kong,TRUE,M,,NA
2448,Huang Xu,54,1100,Technology,China,TRUE,M,Asia,middle age
2448,Subba Rao Jasti,95,1100,Healthcare,India,TRUE,M,Asia,old age
2448,Long Jiang,48,1100,Technology,China,TRUE,M,Asia,middle age
2448,Jiang Xuefei & family,52,1100,Technology,China,TRUE,M,Asia,middle age
2448,Jonas Kamprad,56,1100,Finance & Investments,Sweden,FALSE,M,Europe,middle age
2448,Mathias Kamprad,52,1100,Finance & Investments,Sweden,FALSE,M,Europe,middle age
2448,Peter Kamprad,58,1100,Finance & Investments,Sweden,FALSE,M,Europe,middle age
2448,Andrew Karam,40,1100,Media & Entertainment,United States,TRUE,M,North America,youth
2448,Samvel Karapetyan,56,1100,Construction & Engineering,Russia,TRUE,M,Europe,middle age
2448,Alexander Karp,54,1100,Technology,United States,TRUE,M,North America,middle age
2448,Ke Guihua,56,1100,Manufacturing,China,TRUE,M,Asia,middle age
2448,Kim Jung-woong,47,1100,Fashion & Retail,South Korea,TRUE,M,Asia,middle age
2448,Harry Klagsbrun,67,1100,Finance & Investments,Sweden,TRUE,M,Europe,old age
2448,Alexander Knauf,47,1100,Manufacturing,Germany,FALSE,M,Europe,middle age
2448,Martin Knauf,,1100,Manufacturing,Germany,FALSE,M,Europe,NA
2448,Robert Knauf,,1100,Manufacturing,Germany,FALSE,M,Europe,NA
2448,Koh Wee Meng,58,1100,Real Estate,Singapore,TRUE,M,Asia,middle age
2448,Sergei Kolesnikov,50,1100,Manufacturing,Russia,TRUE,M,Europe,middle age
2448,Andrei Komarov,55,1100,Manufacturing,Russia,TRUE,M,Europe,middle age
2448,Koo Bon-neung,73,1100,Manufacturing,South Korea,FALSE,M,Asia,old age
2448,Koo Bon-sik,63,1100,Technology,South Korea,FALSE,M,Asia,old age
2448,Suresh Krishna,85,1100,Automotive,India,FALSE,M,Asia,old age
2448,Nancy Lerner,61,1100,Finance & Investments,United States,FALSE,F,North America,old age
2448,Norma Lerner,86,1100,Finance & Investments,United States,FALSE,F,North America,old age
2448,Randolph Lerner,60,1100,Finance & Investments,United States,FALSE,M,North America,middle age
2448,Li Shui-po,65,1100,Manufacturing,Taiwan,TRUE,M,Asia,old age
2448,Li Tan,57,1100,Healthcare,China,TRUE,F,Asia,middle age
2448,Li Wenmei & family,59,1100,Healthcare,China,TRUE,M,Asia,middle age
2448,Lim Hariyanto Wijaya Sarwono,93,1100,Energy,Indonesia,TRUE,M,Asia,old age
2448,Lin Jie & family,53,1100,Healthcare,China,TRUE,F,Asia,middle age
2448,Liu Chengyu & family,59,1100,Manufacturing,China,TRUE,M,Asia,middle age
2448,Lou Boliang,58,1100,Healthcare,United States,TRUE,M,North America,middle age
2448,Lun Ruixiang & family,54,1100,Real Estate,China,TRUE,M,Asia,middle age
2448,Lv Yongxiang,72,1100,Manufacturing,China,TRUE,M,Asia,old age
2448,Ma Xiuhui,51,1100,Manufacturing,China,TRUE,F,Asia,middle age
2448,Yasseen Mansour,60,1100,Diversified,Egypt,TRUE,M,Africa,middle age
2448,Jorge Mas,59,1100,Construction & Engineering,United States,FALSE,M,North America,middle age
2448,Michael McCain,,1100,Food & Beverage,Canada,FALSE,M,North America,NA
2448,Gabriella Meister,,1100,Manufacturing,Germany,FALSE,F,Europe,NA
2448,Ulrike Meister,55,1100,Manufacturing,Germany,FALSE,F,Europe,middle age
2448,Jeffrey Michael & family,65,1100,Technology,United States,TRUE,M,North America,old age
2448,Soichiro Minami,45,1100,Technology,Japan,TRUE,M,Asia,middle age
2448,Bob Muglia,62,1100,Technology,United States,TRUE,M,North America,old age
2448,Erik Must,79,1100,Finance & Investments,Norway,TRUE,M,Europe,old age
2448,Kerr Neilson,72,1100,Finance & Investments,Australia,TRUE,M,Australia,old age
2448,John Oyler,54,1100,Healthcare,United States,TRUE,M,North America,middle age
2448,Park Hyeon-joo,63,1100,Finance & Investments,South Korea,TRUE,M,Asia,old age
2448,Jose Isaac Peres & family,81,1100,Real Estate,Brazil,TRUE,M,South America,old age
2448,Catherine Phillips,,1100,Finance & Investments,Canada,TRUE,F,North America,NA
2448,John Phillips,71,1100,Finance & Investments,Canada,TRUE,M,North America,old age
2448,Pu Zhongjie & family,59,1100,Healthcare,China,TRUE,M,Asia,middle age
2448,Qian Xiaojun,47,1100,Technology,China,TRUE,M,Asia,middle age
2448,Anton Rabie,50,1100,Manufacturing,Canada,TRUE,M,North America,middle age
2448,Igor Rybakov,49,1100,Manufacturing,Russia,TRUE,M,Europe,middle age
2448,K. Rai Sahi,75,1100,Real Estate,Canada,TRUE,M,North America,old age
2448,"Karl Scheufele, III. & family",83,1100,Fashion & Retail,Switzerland,TRUE,M,Europe,old age
2448,Steven Schuurman,46,1100,Technology,Netherlands,TRUE,M,Europe,middle age
2448,Shao Zengming,,1100,Manufacturing,China,TRUE,M,Asia,NA
2448,Analjit Singh,68,1100,Diversified,India,FALSE,M,Asia,old age
2448,Kavita Singhania,60,1100,Manufacturing,India,FALSE,F,Asia,middle age
2448,Michael S. Smith,66,1100,Energy,United States,TRUE,M,North America,old age
2448,Scott Smith,72,1100,Technology,United States,TRUE,M,North America,old age
2448,Ashok Soota,79,1100,Technology,India,TRUE,M,Asia,old age
2448,Michael Spencer,66,1100,Finance & Investments,United Kingdom,TRUE,M,Europe,old age
2448,Venu Srinivasan,69,1100,Automotive,India,FALSE,M,Asia,old age
2448,Dirk Stroeer,53,1100,Media & Entertainment,Germany,FALSE,M,Europe,middle age
2448,Susanto Suwarto,66,1100,Media & Entertainment,Indonesia,TRUE,M,Asia,old age
2448,Xiuguo Tang,58,1100,Manufacturing,China,TRUE,M,Asia,middle age
2448,Mehmet Sinan Tara,63,1100,Construction & Engineering,Turkey,FALSE,M,Europe,old age
2448,Robert Toll,81,1100,Real Estate,United States,TRUE,M,North America,old age
2448,Surin Upatkoon,72,1100,Diversified,Thailand,TRUE,M,Asia,old age
2448,Sunil Vachani,53,1100,Manufacturing,India,TRUE,M,Asia,middle age
2448,Murat Vargi,74,1100,Telecom,Turkey,TRUE,M,Europe,old age
2448,Pongsak Viddayakorn,88,1100,Healthcare,Thailand,TRUE,M,Asia,old age
2448,Wang Linxiang,,1100,Fashion & Retail,China,TRUE,M,Asia,NA
2448,Wang Shumin,65,1100,Manufacturing,China,TRUE,F,Asia,old age
2448,Richard Warke,,1100,Metals & Mining,Canada,TRUE,M,North America,NA
2448,Anne Werninghaus,36,1100,Manufacturing,Brazil,FALSE,F,South America,youth
2448,Allan Wong,72,1100,Manufacturing,Hong Kong,TRUE,M,,old age
2448,Chaoqun Wu,52,1100,Manufacturing,China,TRUE,M,Asia,middle age
2448,Wu Yonghua,51,1100,Fashion & Retail,China,TRUE,M,Asia,middle age
2448,Wu Zhenxing,52,1100,Food & Beverage,China,TRUE,M,Asia,middle age
2448,Franziska Wuerbser,34,1100,Manufacturing,Germany,FALSE,F,Europe,youth
2448,Xia Xinde,57,1100,Manufacturing,China,TRUE,M,Asia,middle age
2448,Xiong Jun & family,48,1100,Healthcare,China,TRUE,M,Asia,middle age
2448,Jane Yan & family,52,1100,Technology,China,TRUE,F,Asia,middle age
2448,Yang Erzhu,71,1100,Real Estate,China,TRUE,M,Asia,old age
2448,Vlad Yatsenko,38,1100,Finance & Investments,Ukraine,TRUE,M,Europe,youth
2448,Yi Xianzhong & family,62,1100,Healthcare,China,TRUE,M,Asia,old age
2448,Yoshiaki Yoshida,81,1100,Fashion & Retail,Japan,TRUE,M,Asia,old age
2448,Yu Rong,50,1100,Healthcare,China,TRUE,M,Asia,middle age
2448,Igor Yusufov,65,1100,Energy,Russia,TRUE,M,Europe,old age
2448,Zeng Weixiong,,1100,Healthcare,China,TRUE,M,Asia,NA
2448,Zhang Cheng Fei,54,1100,Manufacturing,China,TRUE,M,Asia,middle age
2448,Zhang Fangliang,57,1100,Healthcare,China,TRUE,M,Asia,middle age
2448,Baoshen Zhong,54,1100,Energy,China,TRUE,M,Asia,middle age
2448,Zhou Minghua,58,1100,Healthcare,China,TRUE,M,Asia,middle age
2578,Krishna Kumar Bangur,61,1000,Manufacturing,India,FALSE,M,Asia,old age
2578,"Wilbur  'Ed' Bosarge, Jr.",82,1000,Finance & Investments,United States,TRUE,M,North America,old age
